index,Company,TypeName,inches,screensize,resolution_width,resolution_height,ppi,touchscreen,ips_panel,cpu_brand,cpu_core,cpu_speed,ram,primary_storage_size,primary_storage_type,secondary_storage_size,secondary_storage_type,gpu_brand,OpSys,weight,price,screen_type
192,Xiaomi,Ultrabook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,no os,1.3,53275,FHD
193,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,Nvidia,no os,2.8,37189,FHD
194,Dell,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i7,1.8,8,1024,HDD,0,None,Intel,windows,1.6,44702,FHD
195,HP,Notebook,17.3,large,1920,1080,127,0,1,Intel,Core i5,1.6,8,1024,HDD,0,None,Nvidia,windows,2.5,48698,FHD
196,Razer,Gaming,17.3,large,3840,2160,255,1,0,Intel,Core i7,2.9,32,1024,SSD,0,None,Nvidia,windows,3.5,324955,UHD
197,HP,Notebook,13.3,small,1920,1080,166,0,0,Intel,Core i5,1.6,8,512,SSD,0,None,Intel,windows,1.5,51096,FHD
198,HP,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,3.4,73473,FHD
199,HP,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,Nvidia,windows,2.5,55678,FHD
200,Dell,Gaming,15.6,medium,3840,2160,282,0,1,Intel,Core i7,2.8,16,512,SSD,1024,HDD,Nvidia,windows,2.7,98302,UHD
201,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.3,4,128,SSD,0,None,Intel,windows,2.1,26267,HD
202,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,Nvidia,windows,2.2,39534,FHD
203,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,16,512,SSD,1024,HDD,Nvidia,windows,3.2,93187,FHD
204,Dell,Workstation,15.6,medium,3840,2160,282,0,0,Intel,Xeon E3-1505M,3,16,256,SSD,1024,HDD,Nvidia,windows,2.8,162770,UHD
205,Lenovo,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,16,512,SSD,0,None,Nvidia,no os,2.4,74485,FHD
206,Dell,Notebook,15.6,medium,1366,768,100,1,0,Intel,Core i3,2.4,6,1024,HDD,0,None,Intel,windows,2.3,23390,HD
207,Dell,Ultrabook,13.3,small,3840,2160,331,1,1,Intel,Core i7,1.8,8,256,SSD,0,None,Intel,windows,1.2,103843,UHD
208,Dell,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,Intel,windows,1.7,77203,FHD
210,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,linux,2.4,41505,FHD
211,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.9,74965,FHD
212,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,no os,2.1,18595,FHD
213,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,no os,2.2,29251,FHD
214,Huawei,Ultrabook,13,small,2160,1440,200,0,1,Intel,Core i7,2.7,8,512,SSD,0,None,Intel,windows,1.1,79867,QHD
215,Dell,Ultrabook,13.3,small,1920,1080,166,0,1,Intel,Core i7,1.8,8,256,SSD,0,None,AMD,windows,1.4,49651,FHD
216,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,no os,2.8,31382,FHD
217,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,Nvidia,windows,1.6,54932,FHD
218,Dell,Ultrabook,14,medium,1920,1080,157,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.6,61219,FHD
219,Dell,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i7,1.8,16,512,SSD,0,None,Intel,windows,1.6,68145,FHD
220,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,AMD,linux,2.2,36089,FHD
221,Lenovo,2 in 1 Convertible,14,medium,1920,1080,157,0,1,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.7,47899,FHD
222,Toshiba,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i7,2.5,8,256,SSD,0,None,Intel,windows,1.2,72621,FHD
223,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,1024,HDD,0,None,Intel,windows,2.1,42304,FHD
224,Dell,Gaming,17.3,large,1920,1080,127,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,4.4,130874,FHD
225,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,2.2,44329,FHD
226,Dell,Notebook,15.6,medium,1920,1080,141,1,0,Intel,Core i7,2.7,16,1024,HDD,0,None,AMD,windows,2.3,45768,FHD
227,Asus,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2,40972,FHD
228,Asus,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i5,2.5,8,256,SSD,500,HDD,Nvidia,windows,2.7,47473,FHD
229,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,AMD,windows,1.9,67612,FHD
230,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2.4,4,1024,HDD,0,None,Intel,windows,2.4,21258,HD
231,HP,Notebook,15.6,medium,1366,768,100,0,0,AMD,E-Series 9000e,1.5,4,500,HDD,0,None,AMD,windows,2.1,17582,HD
232,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,3.2,79867,FHD
233,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.6,45768,FHD
234,Acer,2 in 1 Convertible,13.3,small,1920,1080,166,1,1,Intel,Core i5,2.3,8,256,SSD,0,None,Intel,windows,1.6,36710,FHD
235,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,16,256,SSD,0,None,AMD,linux,2.4,47899,FHD
236,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,linux,2.1,20779,HD
237,Asus,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A10-Series A10-9620P,2.5,4,128,SSD,1024,HDD,AMD,windows,2.2,30636,FHD
238,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.9,32,512,SSD,1024,HDD,Nvidia,windows,2.7,207259,FHD
239,Acer,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.5,45075,FHD
240,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,8,128,SSD,0,None,Intel,windows,1.7,31382,HD
241,Asus,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,1.8,8,128,SSD,1024,HDD,Nvidia,windows,2.1,61006,FHD
242,Asus,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.7,8,128,SSD,1024,HDD,Nvidia,no os,2.7,47366,FHD
243,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.6,46833,FHD
244,Lenovo,2 in 1 Convertible,13.9,medium,1920,1080,158,1,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,57489,FHD
245,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,128,SSD,2048,HDD,AMD,windows,2.2,52481,FHD
246,HP,Notebook,15.6,medium,1366,768,100,1,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,2,29784,HD
247,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.9,16,256,SSD,0,None,Nvidia,windows,3.6,159787,FHD
248,HP,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,1.6,4,500,HDD,0,None,Intel,windows,1.5,35964,FHD
249,Apple,Ultrabook,13.3,small,2560,1600,227,0,1,Intel,Core i5,3.1,8,512,SSD,0,None,Intel,mac,1.4,108691,QHD
250,Dell,2 in 1 Convertible,15.6,medium,1920,1080,141,1,1,Intel,Core i7,1.8,8,1024,HDD,0,None,Intel,windows,2.1,43636,FHD
251,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,4.3,95851,FHD
252,Asus,Notebook,15.6,medium,1366,768,100,0,0,AMD,A9-Series 9420,3,4,1024,HDD,0,None,AMD,windows,1.7,24988,HD
253,Lenovo,2 in 1 Convertible,13.9,medium,1920,1080,158,1,1,Intel,Core i7,1.8,8,512,SSD,0,None,Intel,windows,1.4,98515,FHD
254,Acer,Notebook,17.3,large,1920,1080,127,0,1,Intel,Core i3,2.7,4,256,SSD,0,None,Nvidia,windows,3,37403,FHD
255,Dell,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,1.4,50563,FHD
256,HP,Notebook,15.6,medium,1366,768,100,0,0,AMD,A6-Series A6-9220,2.5,8,128,SSD,0,None,AMD,windows,1.9,23758,HD
257,HP,Notebook,17.3,large,1920,1080,127,0,1,Intel,Core i7,1.8,16,1024,HDD,0,None,Nvidia,windows,2.9,56424,FHD
258,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,512,SSD,1024,HDD,Nvidia,windows,4.1,133147,FHD
259,Lenovo,2 in 1 Convertible,15.6,medium,1920,1080,141,1,1,Intel,Core i7,2.8,8,512,SSD,0,None,Nvidia,windows,2,90523,FHD
260,Dell,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,1.8,8,128,SSD,1024,HDD,AMD,windows,2.8,60846,FHD
261,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,256,SSD,0,None,Intel,no os,2.2,23656,FHD
262,HP,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,1.6,4,500,HDD,0,None,Intel,windows,2.1,38468,FHD
263,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,4,1024,HDD,0,None,Intel,windows,2.2,35005,FHD
264,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,AMD,windows,2.2,30103,FHD
265,Dell,2 in 1 Convertible,15.6,medium,1920,1080,141,1,0,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,2.7,42571,FHD
266,Asus,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i7,1.8,8,512,SSD,512,SSD,Intel,windows,4.1,79867,FHD
268,HP,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,1.8,8,1024,HDD,0,None,Nvidia,windows,2.5,54239,FHD
269,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,Intel,windows,2.1,46886,FHD
270,Apple,Ultrabook,13.3,small,2560,1600,227,0,1,Intel,Core i5,2.9,8,512,SSD,0,None,Intel,mac,1.4,104370,QHD
271,Asus,Gaming,17.3,large,1920,1080,127,0,0,AMD,Ryzen 1700,3,16,256,SSD,1024,HDD,AMD,windows,3.2,82531,FHD
272,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,AMD,linux,2.1,39165,FHD
273,Lenovo,2 in 1 Convertible,14,medium,2560,1440,210,1,0,Intel,Core i7,2.6,16,512,SSD,0,None,Intel,windows,1.4,133147,QHD
274,Toshiba,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i7,2.5,8,500,HDD,0,None,Nvidia,windows,2.2,43263,HD
275,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i7,2.7,12,1024,HDD,0,None,Intel,windows,2.3,37992,HD
276,Dell,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,1.8,8,128,SSD,1024,HDD,AMD,linux,2.8,58555,FHD
277,Acer,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,1.8,8,1024,HDD,0,None,Nvidia,windows,2.2,39694,FHD
278,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,windows,2.8,26054,FHD
279,Lenovo,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i7,1.8,8,2048,HDD,0,None,Nvidia,no os,2.8,45235,FHD
280,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i7,2.7,6,128,SSD,1024,HDD,Nvidia,windows,2.8,45768,FHD
281,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,AMD,linux,2.3,22804,FHD
282,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,2.5,44169,FHD
283,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,6,256,SSD,0,None,Intel,windows,2.2,30849,FHD
284,Acer,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,1.8,8,256,SSD,0,None,Nvidia,windows,3,50669,FHD
285,Acer,Notebook,15.6,medium,1920,1080,141,1,1,Intel,Core i7,2.7,12,1024,HDD,0,None,Intel,windows,2.2,35112,FHD
286,Lenovo,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,2,58448,FHD
287,Asus,Ultrabook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Nvidia,windows,1.7,52055,FHD
288,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.5,62817,FHD
289,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,1024,HDD,0,None,Nvidia,no os,2.2,35112,FHD
290,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.5,4,16,SSD,0,None,Intel,other,2.2,10603,HD
291,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,windows,3,63243,FHD
292,HP,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i3,2,8,1024,HDD,0,None,Intel,windows,2.5,26054,FHD
293,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,2,97449,FHD
294,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,Intel,windows,2.1,39374,FHD
295,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,windows,3.2,69211,FHD
296,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,linux,2.5,52161,FHD
297,Dell,Workstation,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.9,16,256,SSD,0,None,Nvidia,windows,3.4,153705,FHD
298,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A10-Series 9600P,2.4,6,1024,HDD,0,None,AMD,windows,2.4,26587,FHD
299,Asus,Ultrabook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,16,512,SSD,0,None,Nvidia,windows,1.6,78215,FHD
300,Asus,Notebook,14,medium,1366,768,112,0,0,Intel,Core i3,2.4,4,128,SSD,0,None,Intel,windows,1.3,27120,HD
301,Asus,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.9,113060,FHD
302,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i5,2.5,6,1024,HDD,0,None,Nvidia,windows,2.5,34579,FHD
303,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,8,2048,HDD,0,None,Nvidia,no os,2.2,29251,HD
304,Asus,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.5,67399,FHD
305,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.1,4,1024,HDD,0,None,Intel,no os,2.2,19180,HD
306,HP,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i7,2.8,16,256,SSD,0,None,Intel,windows,1.3,105228,FHD
307,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.5,8,256,SSD,0,None,Nvidia,windows,2.2,55571,FHD
308,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,windows,2.3,43636,FHD
309,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,windows,1.9,24988,FHD
310,Lenovo,Notebook,13.3,small,1920,1080,166,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.1,53227,FHD
311,Dell,Ultrabook,13.3,small,3840,2160,331,1,1,Intel,Core i7,1.8,16,1024,SSD,0,None,Intel,windows,1.2,133147,UHD
312,MSI,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,16,256,SSD,1024,HDD,Nvidia,windows,2.8,111835,FHD
313,Acer,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A8-Series 7410,2.2,8,256,SSD,0,None,AMD,windows,2.2,24988,FHD
314,Asus,2 in 1 Convertible,11.6,small,1366,768,135,1,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.1,14652,HD
315,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,128,SSD,1024,HDD,AMD,windows,2.3,44968,FHD
316,HP,2 in 1 Convertible,13.3,small,3840,2160,331,1,1,Intel,Core i7,1.8,16,1024,SSD,0,None,Intel,windows,1.3,130483,UHD
317,Lenovo,Notebook,13.3,small,1366,768,118,0,0,Intel,Celeron Dual,1.6,4,16,Flash,0,None,Intel,other,1.5,24504,HD
318,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2,52214,FHD
319,Acer,Notebook,11.6,small,1366,768,135,0,0,Intel,Pentium Quad,1.6,4,128,Flash,0,None,Intel,windows,1.4,25841,HD
320,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.5,68838,FHD
321,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i5,2.5,4,1024,HDD,0,None,Nvidia,windows,2.8,31382,FHD
322,Asus,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,2,58288,FHD
323,HP,Notebook,15.6,medium,1366,768,100,0,1,Intel,Core i7,1.8,8,1024,HDD,0,None,Intel,windows,2.1,48059,HD
324,Acer,Notebook,15.6,medium,1366,768,100,0,0,AMD,A12-Series 9720P,2.7,8,256,SSD,0,None,AMD,windows,2.2,35112,HD
325,Lenovo,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.4,15558,HD
326,Acer,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i5,2.5,6,1024,HDD,0,None,Intel,windows,1.9,29251,HD
327,Asus,Ultrabook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Nvidia,windows,1.7,55939,FHD
328,HP,Ultrabook,12.5,small,1920,1080,176,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.3,71129,FHD
329,Dell,Notebook,15.6,medium,3840,2160,282,1,0,Intel,Core i7,2.8,32,1024,SSD,0,None,Nvidia,windows,2.1,140606,UHD
330,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,256,SSD,1024,HDD,Nvidia,windows,2.7,63883,FHD
331,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2,50243,FHD
332,Asus,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i7,2.7,8,256,SSD,1024,HDD,Intel,windows,2,71076,FHD
333,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i3,2,4,1024,HDD,0,None,Intel,windows,1.9,23923,FHD
334,Asus,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,2.5,53227,FHD
335,HP,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,1.5,67559,FHD
337,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,1.8,60952,FHD
338,Asus,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,4,1024,HDD,0,None,Intel,linux,2,14652,HD
339,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,256,SSD,0,None,Nvidia,windows,2,60886,FHD
340,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.6,4,500,HDD,0,None,Intel,linux,2.2,14647,HD
341,Lenovo,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A12-Series 9720P,3.6,12,2048,HDD,0,None,AMD,windows,2.2,47899,FHD
342,HP,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i3,2.4,8,1024,HDD,0,None,Nvidia,windows,2.1,38149,FHD
343,Lenovo,2 in 1 Convertible,13.9,medium,3840,2160,317,1,1,Intel,Core i7,1.8,16,512,SSD,0,None,Intel,windows,1.4,111835,UHD
344,Dell,Ultrabook,13.3,small,1920,1080,166,0,0,Intel,Core i7,1.8,8,256,SSD,0,None,Intel,windows,1.2,84129,FHD
345,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.8,16,256,SSD,2048,HDD,Nvidia,windows,2.4,60153,FHD
346,HP,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.6,4,32,Flash,0,None,Intel,windows,1.4,14865,HD
347,Dell,Ultrabook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.9,16,512,SSD,256,SSD,Intel,windows,1.9,85672,FHD
348,Asus,2 in 1 Convertible,11.6,small,1366,768,135,1,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.5,19980,HD
349,Dell,Ultrabook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,1.6,8,1024,HDD,0,None,AMD,windows,1.7,35325,FHD
351,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.8,69477,FHD
352,MSI,Gaming,17.3,large,1920,1080,127,0,0,Intel,Core i7,2.8,8,128,SSD,1024,HDD,Nvidia,windows,2.7,75072,FHD
353,HP,Workstation,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,256,SSD,0,None,Nvidia,windows,2.6,92615,FHD
354,Toshiba,Notebook,15.6,medium,1920,1080,141,0,1,Intel,Core i7,2.5,16,512,SSD,0,None,Nvidia,windows,2.4,74752,FHD
355,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,1.8,8,128,SSD,2048,HDD,AMD,windows,2,51730,FHD
356,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.1,4,1024,HDD,0,None,Intel,no os,2.2,17156,HD
357,Dell,Gaming,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Nvidia,windows,2.7,53227,FHD
358,Dell,Notebook,15.6,medium,1366,768,100,1,0,Intel,Core i5,2.5,8,2048,HDD,0,None,Intel,windows,2.4,29697,HD
359,Dell,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.6,8,256,SSD,0,None,Intel,windows,1.4,76031,FHD
360,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,4,500,HDD,0,None,Intel,windows,1.9,23390,HD
361,Asus,Notebook,14,medium,1920,1080,157,0,0,Intel,Core i5,2.5,8,256,SSD,0,None,Intel,windows,2,50350,FHD
362,Lenovo,Notebook,17.3,large,1600,900,106,0,0,Intel,Core i5,2.5,6,128,SSD,1024,HDD,Nvidia,windows,2.8,38308,FHD
363,HP,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i5,2.5,8,1024,HDD,0,None,Intel,windows,1.9,34046,FHD
364,Lenovo,Notebook,15.6,medium,1366,768,100,0,0,Intel,Core i3,2,8,256,SSD,0,None,Nvidia,no os,2.2,26587,HD
365,HP,Notebook,15.6,medium,1366,768,100,0,0,Intel,Pentium Quad,1.6,8,2048,HDD,0,None,Intel,windows,2,20726,HD
366,Dell,Notebook,17.3,large,1920,1080,127,0,0,Intel,Core i5,1.6,8,128,SSD,1024,HDD,AMD,windows,2.8,57809,FHD
367,Lenovo,Gaming,15.6,medium,1920,1080,141,0,1,Intel,Core i5,2.5,8,128,SSD,1024,HDD,Nvidia,no os,2.4,43104,FHD
368,Dell,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.7,8,256,SSD,0,None,AMD,windows,2.3,47899,FHD
369,HP,Ultrabook,14,medium,1920,1080,157,0,1,Intel,Core i7,2.7,8,256,SSD,0,None,Intel,windows,1.4,93240,FHD
370,Asus,2 in 1 Convertible,15.6,medium,1920,1080,141,1,0,Intel,Core i7,2.7,12,512,SSD,2048,HDD,Nvidia,windows,2.3,58555,FHD
371,Acer,Notebook,15.6,medium,1366,768,100,0,0,AMD,A9-Series 9420,3,4,128,SSD,0,None,AMD,windows,2.1,22697,HD
372,Asus,Gaming,17.3,large,1920,1080,127,0,1,AMD,Ryzen 1700,3,16,256,SSD,1024,HDD,AMD,windows,3.3,117163,FHD
373,Lenovo,Notebook,17.3,large,1600,900,106,0,0,AMD,A8-Series 7410,2.2,4,128,SSD,0,None,AMD,windows,2.6,26054,FHD
374,Dell,2 in 1 Convertible,13.3,small,1920,1080,166,1,0,Intel,Core i7,1.8,8,256,SSD,0,None,Intel,windows,1.6,46301,FHD
375,HP,Notebook,15.6,medium,1920,1080,141,0,0,AMD,A9-Series 9420,3,4,256,SSD,0,None,AMD,windows,1.9,26053,FHD
376,Lenovo,Netbook,11.6,small,1366,768,135,0,1,Intel,Celeron Quad,1.1,4,128,SSD,0,None,Intel,windows,1.6,29464,HD
377,Dell,Notebook,15.6,medium,1366,768,100,0,0,Intel,Celeron Dual,1.6,4,500,HDD,0,None,Intel,windows,1.8,16464,HD
378,Asus,Notebook,14,medium,1366,768,112,0,0,Intel,Celeron Dual,1.1,4,32,Flash,0,None,Intel,windows,1.5,15238,HD
379,Acer,Notebook,15.6,medium,1920,1080,141,0,0,Intel,Core i7,2.8,8,1024,HDD,0,None,Nvidia,linux,2.4,45075,FHD
